test_row,message,label,cleaned_message,prediction,error_type
49,bên mình còn bàn lỗ kh ạ,0,bên mình còn bàn lỗ kh ạ,1,FP
63,VCB Digibank trân trọng thông báo đến quý khách đăng nhập vletcombank.com để nân cấp tính năng mới để không bị ảnh hưởng đến việc sử dụng của quý khách.,0,vcb digibank trân trọng thông báo đến quý khách đăng nhập vletcombank com để nân cấp tính năng mới để không bị ảnh hưởng đến việc sử dụng của quý khách,1,FP
71,"Tích cực tham gia Cuộc thi trực tuyến ""Tìm hiểu pháp luật về bầu cử đại biểu Quốc hội và đại biểu Hội đồng nhân dân"" tại địa chỉ: https://thitimhieuphapluat.moj.gov.vn để góp phần vào sự thành công của ngày bầu cử [DATE].",0,tích cực tham gia cuộc thi trực tuyến tìm hiểu pháp luật về bầu cử đại biểu quốc hội và đại biểu hội đồng nhân dân tại địa chỉ __url__ để góp phần vào sự thành công của ngày bầu cử __date__,1,FP
75,"Tôi đã nhận được đơn hàng spxvn[NUMBER]a
Vào lúc 13h10 ngày 6 thang 10 . Đồng ý gở khieu nai",0,tôi đã nhận được đơn hàng spxvn __number__ a vào lúc 13h10 ngày 6 thang 10 đồng ý gở khieu nai,1,FP
78,[VANI] Xin vui lòng nhập mã xác thực của Vani Wallet: [NUMBER],0,vani xin vui lòng nhập mã xác thực của vani wallet __number__,1,FP
113,"[TB] Tích cực tham gia Cuộc thi trực tuyến ""Tìm hiểu Luật Cảnh sát biển Việt Nam"" tại địa chỉ: https://thitimhieuluatcanhsatbienvietnam.vn là góp phần bảo vệ biển, đảo của Tổ quốc trong tình hình mới",0,tb tích cực tham gia cuộc thi trực tuyến tìm hiểu luật cảnh sát biển việt nam tại địa chỉ __url__ là góp phần bảo vệ biển đảo của tổ quốc trong tình hình mới,1,FP
116,"Sáng suốt lựa chọn những người tiêu biểu về đức, tài, xứng đáng đại diện cho ý chí, nguyện vọng và quyền làm chủ của Nhân dân bầu vào Quốc hội khoá XV và Hội đồng nhân dân các cấp nhiệm kỳ [NUMBER]- [NUMBER]!",0,sáng suốt lựa chọn những người tiêu biểu về đức tài xứng đáng đại diện cho ý chí nguyện vọng và quyền làm chủ của nhân dân bầu vào quốc hội khoá xv và hội đồng nhân dân các cấp nhiệm kỳ __number__ __number__,1,FP
118,A tới a kêu cửa là có ng nhận nha anh,0,a tới a kêu cửa là có ng nhận nha anh,1,FP
127,"Hãy gọi tổng đài Quốc Gia Bảo Vệ Trẻ Em 111 để nhận tư vấn, hỗ trợ chăm sóc trẻ em đang phải cách ly do Covid - 19",0,hãy gọi tổng đài quốc gia bảo vệ trẻ em 111 để nhận tư vấn hỗ trợ chăm sóc trẻ em đang phải cách ly do covid 19,1,FP
128,Người lớn hãy nhắc trẻ em hàng ngày về nguy cơ đuối nước. Cho trẻ em học bơi để ngừa đuối nước!,0,người lớn hãy nhắc trẻ em hàng ngày về nguy cơ đuối nước cho trẻ em học bơi để ngừa đuối nước,1,FP
129,"Pháp luật nghiêm cấm mọi hành vi xâm hại trẻ em. Hãy gọi ngay 111 để thông báo khi nghi vấn, phát hiện dấu hiệu, vụ việc xâm hại trẻ em!",0,pháp luật nghiêm cấm mọi hành vi xâm hại trẻ em hãy gọi ngay 111 để thông báo khi nghi vấn phát hiện dấu hiệu vụ việc xâm hại trẻ em,1,FP
139,"Tầm [TIME] anh giao lại giùm em được không anh h nhà em khôg có ng nhận anh ơi
Ok. Có người nhà a hẹn [TIME] ạ",0,tầm __time__ anh giao lại giùm em được không anh h nhà em khôg có ng nhận anh ơi ok có người nhà a hẹn __time__ ạ,1,FP
225,"Dịch bệnh Covid-19 diễn biến phức tạp. Bộ TT&TT và Bộ Y tế đề nghị tất cả người dân có máy điện thoại thông minh cài đặt ứng dụng phát hiện tiếp xúc gần Bluezone. Ứng dụng sẽ cảnh báo nguy cơ lây nhiễm COVID-19, giúp bảo vệ bản thân và gia đình. Cài đặt ngay tại https://bluezone.gov.vn/taiapp",0,dịch bệnh covid 19 diễn biến phức tạp bộ tt tt và bộ y tế đề nghị tất cả người dân có máy điện thoại thông minh cài đặt ứng dụng phát hiện tiếp xúc gần bluezone ứng dụng sẽ cảnh báo nguy cơ lây nhiễm covid 19 giúp bảo vệ bản thân và gia đình cài đặt ngay tại __url__,1,FP
271,"Bộ TTTT khuyến cáo người dân nâng cao cảnh giác, không chuyển tiền hoặc cung cấp thông tin cá nhân cho người lạ qua điện thoại. Nếu có hiện tượng trên, đề nghị trình báo ngay cho cơ quan Công an để xử lý hoặc thông báo đến số điện thoại trực ban hình sự [NUMBER] của Cục Cảnh sát hình sự để được hướng dẫn kịp thời.",0,bộ tttt khuyến cáo người dân nâng cao cảnh giác không chuyển tiền hoặc cung cấp thông tin cá nhân cho người lạ qua điện thoại nếu có hiện tượng trên đề nghị trình báo ngay cho cơ quan công an để xử lý hoặc thông báo đến số điện thoại trực ban hình sự __number__ của cục cảnh sát hình sự để được hướng dẫn kịp thời,1,FP
288,"Em ơi, sáng giờ gọi e 2 lần để giao hàng r. C bên Dr Mai trị mụn",0,em ơi sáng giờ gọi e 2 lần để giao hàng r c bên dr mai trị mụn,1,FP
297,Xác nhận tạo mã dự phòng Steam: [NUMBER],0,xác nhận tạo mã dự phòng steam __number__,1,FP
306,"Thực hiện phương châm ""tạm dừng đến trường, không dừng học"", Bộ GD&ĐT đã công bố tinh giản chương trình học kỳ 2 và hướng dẫn dạy/học qua internet, trên truyền hình. Mỗi thầy cô, gia đình và toàn xã hội hãy chung tay hỗ trợ, động viên, giúp đỡ học sinh học qua internet, truyền hình đảm bảo thuận lợi, chất lượng, hiệu quả.",0,thực hiện phương châm tạm dừng đến trường không dừng học bộ gd đt đã công bố tinh giản chương trình học kỳ 2 và hướng dẫn dạy học qua internet trên truyền hình mỗi thầy cô gia đình và toàn xã hội hãy chung tay hỗ trợ động viên giúp đỡ học sinh học qua internet truyền hình đảm bảo thuận lợi chất lượng hiệu quả,1,FP
307,"Bộ trưởng Bộ Giáo dục và Đào tạo kêu gọi toàn thể cán bộ quản lý giáo dục, nhà giáo, người lao động trong ngành, học sinh, sinh viên và cha mẹ học sinh trên toàn quốc hãy thực hiện việc khai báo y tế tự nguyện. 
Hãy tải phần mềm ứng dụng NCOVI tại địa chỉ https://onelink.to/3e6wap hoặc truy cập cổng khai báo điện tử (https://suckhoetoandan.vn/ ; https://tokhaiyte.vn/) để điền thông tin và làm theo các bước hướng dẫn. 
Các gia đình học sinh hãy giúp đỡ, động viên con em mình trong việc khai báo. Khai báo y tế tự nguyện - Hành động thiết thực chiến thắng dịch bệnh Covid-19 - Hãy thực hiện ngay hôm nay!",0,bộ trưởng bộ giáo dục và đào tạo kêu gọi toàn thể cán bộ quản lý giáo dục nhà giáo người lao động trong ngành học sinh sinh viên và cha mẹ học sinh trên toàn quốc hãy thực hiện việc khai báo y tế tự nguyện hãy tải phần mềm ứng dụng ncovi tại địa chỉ __url__ hoặc truy cập cổng khai báo điện tử __url__ __url__ để điền thông tin và làm theo các bước hướng dẫn các gia đình học sinh hãy giúp đỡ động viên con em mình trong việc khai báo khai báo y tế tự nguyện hành động thiết thực chiến thắng dịch bệnh covid 19 hãy thực hiện ngay hôm nay,1,FP
308,"Bộ Y tế đề nghị Quý vị thực hiện tốt [POINT] sau đây: 
1. Hạn chế tối đa ra ngoài, chỉ ra ngoài khi thực sự cần thiết. 
2. Nếu buộc phải ra ngoài luôn đeo khẩu trang, hãy giữ khoảng cách tiếp xúc, tốt nhất là 2m. 
3. Thường xuyên rửa tay bằng xà phòng hoặc dung dịch sát khuẩn. 
4. Vệ sinh và để thông thoáng nhà cửa; lau rửa thường xuyên các bề mặt, các điểm hay tiếp xúc; sinh hoạt lành mạnh. 
5. Thực hiện khai báo y tế trên ứng dụng NCOVI (ncovi.vn), hoặc khai trực tuyến trên tokhaiyte.vn; cập nhật tình hình sức khỏe hàng ngày, giữ liên hệ với cơ sở y tế. 
Để ủng hộ phòng, chống dịch bệnh Covid-19. Quý vị hãy soạn tin: CV n gửi [NUMBER] (Trong đó, n là số lần ủng hộ [MONEY]). Mỗi tin nhắn Quý vị đóng góp [MONEY] nhân n lần (trong đó n giới hạn từ 1 đến 100). Điện thoại hỗ trợ: [NUMBER] nhánh 6 ([MONEY]/p). Website: [NUMBER].vn. Xin cảm ơn.",0,bộ y tế đề nghị quý vị thực hiện tốt point sau đây 1 hạn chế tối đa ra ngoài chỉ ra ngoài khi thực sự cần thiết 2 nếu buộc phải ra ngoài luôn đeo khẩu trang hãy giữ khoảng cách tiếp xúc tốt nhất là 2m 3 thường xuyên rửa tay bằng xà phòng hoặc dung dịch sát khuẩn 4 vệ sinh và để thông thoáng nhà cửa lau rửa thường xuyên các bề mặt các điểm hay tiếp xúc sinh hoạt lành mạnh 5 thực hiện khai báo y tế trên ứng dụng ncovi ncovi vn hoặc khai trực tuyến trên tokhaiyte vn cập nhật tình hình sức khỏe hàng ngày giữ liên hệ với cơ sở y tế để ủng hộ phòng chống dịch bệnh covid 19 quý vị hãy soạn tin cv n gửi __number__ trong đó n là số lần ủng hộ __money__ mỗi tin nhắn quý vị đóng góp __money__ nhân n lần trong đó n giới hạn từ 1 đến 100 điện thoại hỗ trợ __number__ nhánh 6 __money__ p website __number__ vn xin cảm ơn,1,FP
310,"Chính phủ, Thủ tướng Chính phủ: Để phòng chống Covid-19, đề nghị người dân tuân thủ hướng dẫn của cơ quan y tế. Người trên 60 tuổi hãy ở nhà, hạn chế tiếp xúc với người khác. Đeo khẩu trang khi ra ngoài và thường xuyên rửa tay bằng xà phòng hoặc dung dịch sát khuẩn. Tăng cường dinh dưỡng, tập luyện, nâng cao sức khỏe. Mỗi người dân là một chiến sỹ trên mặt trận phòng chống dịch bệnh.",0,chính phủ thủ tướng chính phủ để phòng chống covid 19 đề nghị người dân tuân thủ hướng dẫn của cơ quan y tế người trên 60 tuổi hãy ở nhà hạn chế tiếp xúc với người khác đeo khẩu trang khi ra ngoài và thường xuyên rửa tay bằng xà phòng hoặc dung dịch sát khuẩn tăng cường dinh dưỡng tập luyện nâng cao sức khỏe mỗi người dân là một chiến sỹ trên mặt trận phòng chống dịch bệnh,1,FP
312,"Bộ TTTT khuyến cáo người dân nâng cao cảnh giác, không chuyển tiền hoặc cung cấp thông tin cá nhân cho người lạ qua điện thoại. Nếu có hiện tượng trên, đề nghị trình báo ngay cho cơ quan Công an để xử lý hoặc thông báo đến số điện thoại trực ban hình sự [NUMBER] của Cục Cảnh sát hình sự để được hướng dẫn kịp thời.",0,bộ tttt khuyến cáo người dân nâng cao cảnh giác không chuyển tiền hoặc cung cấp thông tin cá nhân cho người lạ qua điện thoại nếu có hiện tượng trên đề nghị trình báo ngay cho cơ quan công an để xử lý hoặc thông báo đến số điện thoại trực ban hình sự __number__ của cục cảnh sát hình sự để được hướng dẫn kịp thời,1,FP
335,Shop ơi em có đặt đơn hàng #[NUMBER] tầm 5 ngày rồi mà chưa thấy giao đến shop vui lòng kiểm tra giúp em với ạ,0,shop ơi em có đặt đơn hàng __number__ tầm 5 ngày rồi mà chưa thấy giao đến shop vui lòng kiểm tra giúp em với ạ,1,FP
337,"Mình gọi từ shop Nowsaigon để xác nhận đơn hàng. Bạn kiểm tra mail xem đơn hàng đã đặt và các thông tin của bạn đã chính xác chưa ạ? Bạn phản hồi qua tin nhắn này luôn giúp mình (không trả lời qua mail) để đơn hàng được gửi đi nhanh chóng ạ.
Nếu bạn không phản hồi, sau 2 ngày đơn hàng bị huỷ
Cảm ơn bạn",0,mình gọi từ shop nowsaigon để xác nhận đơn hàng bạn kiểm tra mail xem đơn hàng đã đặt và các thông tin của bạn đã chính xác chưa ạ bạn phản hồi qua tin nhắn này luôn giúp mình không trả lời qua mail để đơn hàng được gửi đi nhanh chóng ạ nếu bạn không phản hồi sau 2 ngày đơn hàng bị huỷ cảm ơn bạn,1,FP
338,"Bạn chú ý điện thoại để shipper giao hàng ạ
Lần tới nếu k thấy bên mình gọi hoặc nhắn tin xác nhận thì bạn chủ động nhắn qua fb/ig giúp shop ạ
Đơn hàng của bạn được gửi đi rồi ,2-4 ngày nữa bạn nhận dc hàng bạn nhé",0,bạn chú ý điện thoại để shipper giao hàng ạ lần tới nếu k thấy bên mình gọi hoặc nhắn tin xác nhận thì bạn chủ động nhắn qua fb ig giúp shop ạ đơn hàng của bạn được gửi đi rồi 2 4 ngày nữa bạn nhận dc hàng bạn nhé,1,FP
348,A ơi máy a xong rồi. Mai ghé lấy nha a,0,a ơi máy a xong rồi mai ghé lấy nha a,1,FP
361,[GET IT] [NUMBER] là mã xác minh của bạn,0,get it __number__ là mã xác minh của bạn,1,FP
363,"Hi bạn! 
Mình bên Bad Boy Sanctuary shop, bên mình đã lấy lại được fanpage facebook.Bạn like và theo dõi chúng mình theo đường link dưới hoặc nếu sợ đây là đường link virus lừa gạt thì search tên shop trên mục tìm kiếm facebook nhé <3 
https://www.facebook.com/badboysanctuary24/ 
Cảm ơn bạn trước đó đã mua hàng bên shop。",0,hi bạn mình bên bad boy sanctuary shop bên mình đã lấy lại được fanpage facebook bạn like và theo dõi chúng mình theo đường link dưới hoặc nếu sợ đây là đường link virus lừa gạt thì search tên shop trên mục tìm kiếm facebook nhé 3 __url__ cảm ơn bạn trước đó đã mua hàng bên shop,1,FP
364,"Hãy lật úp các dụng cụ chứa nước, thu gom, loại bỏ các vật phế thải nơi muỗi đẻ trứng để phòng bệnh sốt xuất huyết.",0,hãy lật úp các dụng cụ chứa nước thu gom loại bỏ các vật phế thải nơi muỗi đẻ trứng để phòng bệnh sốt xuất huyết,1,FP
365,Mã xác nhận: [NUMBER] (VN Ngày Nay),0,mã xác nhận __number__ vn ngày nay,1,FP
372,"Chao ban, Tiki xin gui ban link download app: https://vntiki.onelink.me/Rmpi/d5b513e1",0,chao ban tiki xin gui ban link download app __url__,1,FP
376,A ơi cái đơn hàng [NUMBER] của e a giao giúp e buổi chiều nha a tầm [TIME] trở lên càng tốt ạ,0,a ơi cái đơn hàng __number__ của e a giao giúp e buổi chiều nha a tầm __time__ trở lên càng tốt ạ,1,FP
383,"Theo dự báo, tối nay Bão số 9 sẽ vào TP.HCM. Đề nghị mọi người hạn chế đi lại ngoài đường trừ trường hợp khẩn cấp! Tonight, Typhoon No.9 hit to Ho Chi Minh City. People do not go out in case of emergency!",0,theo dự báo tối nay bão số 9 sẽ vào tp hcm đề nghị mọi người hạn chế đi lại ngoài đường trừ trường hợp khẩn cấp tonight typhoon no 9 hit to ho chi minh city people do not go out in case of emergency,1,FP
384,"Bão số 9 có khả năng ảnh hưởng đến TP.HCM, mọi người theo dõi để phòng tránh! Typhoon number 9 can affect HCM city, people should follow to have prevention!",0,bão số 9 có khả năng ảnh hưởng đến tp hcm mọi người theo dõi để phòng tránh typhoon number 9 can affect hcm city people should follow to have prevention,1,FP
393,Quý khách đã tham gia CTKM của dịch vụ Giải Trí Việt và được tặng [MONEY] vào tài khoản chính. Xin cảm ơn,0,quý khách đã tham gia ctkm của dịch vụ giải trí việt và được tặng __money__ vào tài khoản chính xin cảm ơn,1,FP
401,"Toàn dân tham gia phòng, chống mua bán người. Hãy báo tin khẩn cấp cho cơ quan Công an nơi gần nhất hoặc Tổng đài quốc gia 111 nếu phát hiện dấu hiệu mua bán người, lừa đảo qua lời mời tuyển dụng giả mạo trên không gian mạng.",0,toàn dân tham gia phòng chống mua bán người hãy báo tin khẩn cấp cho cơ quan công an nơi gần nhất hoặc tổng đài quốc gia 111 nếu phát hiện dấu hiệu mua bán người lừa đảo qua lời mời tuyển dụng giả mạo trên không gian mạng,1,FP
409,"(TB) Trung tâm Bảo trợ xã hội và Trẻ em Đắk Lắk thông báo chương trình khám sàng lọc, tầm soát, tư vấn miễn phí bệnh tim và hỗ trợ phẫu thuật cho trẻ em tình Đắk Lắk, đợt 01 từ ngày 23/6 đến [DATE] và đợt 02 từ ngày 07/7 đến [DATE]. Liên hệ: [NUMBER].[NUMBER]",0,tb trung tâm bảo trợ xã hội và trẻ em đắk lắk thông báo chương trình khám sàng lọc tầm soát tư vấn miễn phí bệnh tim và hỗ trợ phẫu thuật cho trẻ em tình đắk lắk đợt 01 từ ngày 23 6 đến __date__ và đợt 02 từ ngày 07 7 đến __date__ liên hệ __number__ __number__,1,FP
413,"[TB] Ứng dụng Tuyên giáo và Dân vận – kênh thông tin chính thống của Đảng; chủ trương, chính sách được cập nhật nhanh, giải thích dễ hiểu; thư viện số phong phú; hỏi – đáp, tra cứu thuận tiện; lắng nghe, phản hồi ý kiến Nhân dân. Mời Nhân dân tham gia sửdụng: 
https://tgdv.vtscloud.vn/installation",0,tb ứng dụng tuyên giáo và dân vận kênh thông tin chính thống của đảng chủ trương chính sách được cập nhật nhanh giải thích dễ hiểu thư viện số phong phú hỏi đáp tra cứu thuận tiện lắng nghe phản hồi ý kiến nhân dân mời nhân dân tham gia sửdụng __url__,1,FP
414,"[TB] Chung tay vì một cộng đồng không ma tuý, toàn dân hãy tố giác tội phạm, tệ nạn ma tuý đến số hotline Cục trưởng Cục Cảnh sát ĐTTP về ma tuý: [NUMBER]. Bảo mật tuyệt đối người cung cấp tin, thông tin giá trị sẽ được xem xét khen thường.",0,tb chung tay vì một cộng đồng không ma tuý toàn dân hãy tố giác tội phạm tệ nạn ma tuý đến số hotline cục trưởng cục cảnh sát đttp về ma tuý __number__ bảo mật tuyệt đối người cung cấp tin thông tin giá trị sẽ được xem xét khen thường,1,FP
419,"[TB] MTTQ Việt Nam kêu gọi chung tay ủng hộ đồng bào bị thiệt hại do bão lũ gây ra. Các tài khoản tiếp
nhận: [NUMBER] tại
Vietinbank; [NUMBER]
tại BIDV; 1400666102025
tại Agribank; [NUMBER]
tại Vietcombank; [NUMBER] tại
Mbbank.",0,tb mttq việt nam kêu gọi chung tay ủng hộ đồng bào bị thiệt hại do bão lũ gây ra các tài khoản tiếp nhận __number__ tại vietinbank __number__ tại bidv 1400666102025 tại agribank __number__ tại vietcombank __number__ tại mbbank,1,FP
425,"Moi Anh THANG tham gia khao sat Danh gia BHX tren App Store. 
Nhan phieu mua hang [MONEY]. 
Link Khao Sat: https:// 
bachhoaxanh.com/s/bPhcSP",0,moi anh thang tham gia khao sat danh gia bhx tren app store nhan phieu mua hang __money__ link khao sat https bachhoaxanh com s bphcsp,1,FP
428,"[Ngân hàng Techcombank] Thông báo. Ưu đãi có thời hạn!12.[POINT] thưởng thẻ tín dụng của bạn hết hạn hôm nay. Nhận ngay phần thưởng độc quyền của bạn:https:// 
techcombank.shop/com.vn",0,ngân hàng techcombank thông báo ưu đãi có thời hạn 12 point thưởng thẻ tín dụng của bạn hết hạn hôm nay nhận ngay phần thưởng độc quyền của bạn https techcombank shop com vn,1,FP
430,"[TB] Thuê bao của Quý khách là số liên hệ trên hợp đồng Dịch vụ cố định (mã HD [NUMBER]) và đang chặn 1 chiều. Nếu Quý khách có yêu cầu thay đổi số liên hệ mới, vui lòng truy cập My Viettel tại 
https://viettel.vn/thaydoisdt 
hoặc liên hệ [NUMBER] (O₫). Trân trọng.",0,tb thuê bao của quý khách là số liên hệ trên hợp đồng dịch vụ cố định mã hd __number__ và đang chặn 1 chiều nếu quý khách có yêu cầu thay đổi số liên hệ mới vui lòng truy cập my viettel tại __url__ hoặc liên hệ __number__ o trân trọng,1,FP
433,"Thiết bị [NUMBER] đã bị mở khóa. 
Liên hệ với tài khoản account@ezviz.com nếu có bất kỳ thắc mắc.",0,thiết bị __number__ đã bị mở khóa liên hệ với tài khoản __email__ nếu có bất kỳ thắc mắc,1,FP
434,"Ban vao ngay pkwin https:// 
m.[NUMBER].com/Account/Register? f=[NUMBER] dang ki tai khoan nhan code [MONEY], nap dau tang 100% trai nghiem casino, no hu hay nhat.",0,ban vao ngay pkwin https m __number__ com account register f __number__ dang ki tai khoan nhan code __money__ nap dau tang 100 trai nghiem casino no hu hay nhat,1,FP
435,"Dạ anh ơi, em gửi thông tin lúc nào anh có người quen cần lắp mạng giới thiệu em với, chốt xong em gửi tặng 1 tháng cước cho nhà mình hoặc [MONEY] tiền mặt, nhà anh cần lắp thì em sẽ chiết khấu vào chi phí nhà mình luôn ạ. sdt em [NUMBER] đây nếu có hoặc cần thì liên hệ em ngay nhé, em cảm ơn ạ! [NUMBER]",0,dạ anh ơi em gửi thông tin lúc nào anh có người quen cần lắp mạng giới thiệu em với chốt xong em gửi tặng 1 tháng cước cho nhà mình hoặc __money__ tiền mặt nhà anh cần lắp thì em sẽ chiết khấu vào chi phí nhà mình luôn ạ sdt em __number__ đây nếu có hoặc cần thì liên hệ em ngay nhé em cảm ơn ạ __number__,1,FP
436,"[TB] Trung tâm Phục vụ hành chính công tỉnh Hưng Yên triển khai ứng dụng Công dân số iHungyen. Đề nghị Nhân dân trên địa bàn tải và cài đặt ứng dụng ""¡Hungyen"" trên CH Play hoặc App Store để gửi thông tin phản ánh hiện trường và sử dụng các dịch vụ số. Đường dẫn cài đặt:
1. IOS:
https://tinyurl.com/ihungyenIOS
2. Android:
https://tinyurl.com/ihungyenandroid",0,tb trung tâm phục vụ hành chính công tỉnh hưng yên triển khai ứng dụng công dân số ihungyen đề nghị nhân dân trên địa bàn tải và cài đặt ứng dụng hungyen trên ch play hoặc app store để gửi thông tin phản ánh hiện trường và sử dụng các dịch vụ số đường dẫn cài đặt 1 ios __url__ 2 android __url__,1,FP
437,"(TB) Chung tay vì một Thủ đô bình yên, quyết tâm xây dựng xã, phường không ma túy. Mỗi người dân Thủ đô là một chiến sỹ kết nối bình yên. Hãy tố giác tội phạm, tệ nạn ma túy đến số Hotline của Phòng Cảnh sát ĐTTP về ma túy - CATP Hà Nội: [NUMBER]. Bảo mật tuyệt đối người cung cấp tin.",0,tb chung tay vì một thủ đô bình yên quyết tâm xây dựng xã phường không ma túy mỗi người dân thủ đô là một chiến sỹ kết nối bình yên hãy tố giác tội phạm tệ nạn ma túy đến số hotline của phòng cảnh sát đttp về ma túy catp hà nội __number__ bảo mật tuyệt đối người cung cấp tin,1,FP
511,"[Viettel] Thuê bao của quý khách chưa chuẩn hóa thông tin theo quy định, sẽ bị khóa 1 chiều sau [TIME]. Vui lòng gọi [NUMBER] để cập nhật.",1,viettel thuê bao của quý khách chưa chuẩn hóa thông tin theo quy định sẽ bị khóa 1 chiều sau __time__ vui lòng gọi __number__ để cập nhật,0,FN
536,Hoi vien moi nap dau [MONEY] tang [MONEY] tao tai khoan moi nhan uu dai lixi moi https://www.ee8qbet.com/?ch=0b8857e136,1,hoi vien moi nap dau __money__ tang __money__ tao tai khoan moi nhan uu dai lixi moi __url__,0,FN
541,FLY88 trai nghiem moi: Dang ky nhan [MONEY]. Tai app nhan [MONEY]. X2 nap dau trai nghiem. Diem danh moi ngay nhan [MONEY]. Dang ky: https://fly88.health,1,fly88 trai nghiem moi dang ky nhan __money__ tai app nhan __money__ x2 nap dau trai nghiem diem danh moi ngay nhan __money__ dang ky __url__,0,FN
543,"Vao ngay WW88 vui cung WORLD CUP Nap [MONEY] nhan [MONEY] dang cap the thao, nohu, casino tai https://ww98dt3.cc/Register? f=[NUMBER]",1,vao ngay ww88 vui cung world cup nap __money__ nhan __money__ dang cap the thao nohu casino tai __url__ f __number__,0,FN
